Brand_Name,Material_Type,Carbon_Footprint_MT
Brand_3067,Hemp,170.58
Brand_3068,Tencel,207.33
Brand_3069,Vegan Leather,29.73
Brand_3070,Vegan Leather,147.09
Brand_3071,Organic Cotton,22.39
Brand_3072,Tencel,401.99
Brand_3073,Recycled Polyester,390.19
Brand_3074,Tencel,314.85
Brand_3075,Organic Cotton,134.77
Brand_3076,Organic Cotton,30.89
Brand_3077,Tencel,355.12
Brand_3078,Organic Cotton,222.84
Brand_3079,Recycled Polyester,86.55
Brand_3080,Organic Cotton,360.82
Brand_3081,Recycled Polyester,453.49
Brand_3082,Organic Cotton,300.59
Brand_3083,Bamboo Fabric,426.99
Brand_3084,Tencel,51.9
Brand_3085,Organic Cotton,114.44
Brand_3086,Organic Cotton,487.03
Brand_3087,Recycled Polyester,71.29
Brand_3088,Bamboo Fabric,209.78
Brand_3089,Vegan Leather,101.02
Brand_3090,Bamboo Fabric,102.4
Brand_3091,Bamboo Fabric,387.9
Brand_3092,Hemp,51.39
Brand_3093,Vegan Leather,251.42
Brand_3094,Vegan Leather,224.07
Brand_3095,Hemp,315.37
Brand_3096,Tencel,3.77
Brand_3097,Hemp,453.97
Brand_3098,Tencel,361.53
Brand_3099,Recycled Polyester,84.47
Brand_3100,Tencel,419.68
Brand_3101,Recycled Polyester,413.55
Brand_3102,Tencel,69.59
Brand_3103,Tencel,347.41
Brand_3104,Vegan Leather,338.68
Brand_3105,Vegan Leather,179.5
Brand_3106,Hemp,249.69
Brand_3107,Bamboo Fabric,376.15
Brand_3108,Tencel,416.47
Brand_3109,Recycled Polyester,466.43
Brand_3110,Tencel,379.19
Brand_3111,Vegan Leather,116.13
Brand_3112,Organic Cotton,89.86
Brand_3113,Organic Cotton,238.09
Brand_3114,Vegan Leather,195.99
Brand_3115,Vegan Leather,496.53
Brand_3116,Organic Cotton,380.49
Brand_3117,Tencel,259.33
Brand_3118,Organic Cotton,194.95
Brand_3119,Organic Cotton,498.62
Brand_3120,Bamboo Fabric,468.51
Brand_3121,Organic Cotton,234.76
Brand_3122,Tencel,436.04
Brand_3123,Tencel,377.13
Brand_3124,Recycled Polyester,54.63
Brand_3125,Organic Cotton,16.03
Brand_3126,Bamboo Fabric,26.26
Brand_3127,Hemp,99.85
Brand_3128,Hemp,157.45
Brand_3129,Tencel,322.84
Brand_3130,Recycled Polyester,139.76
Brand_3131,Bamboo Fabric,98.05
Brand_3132,Organic Cotton,170.35
Brand_3133,Tencel,469.84
Brand_3134,Organic Cotton,434.25
Brand_3135,Bamboo Fabric,359.32
Brand_3136,Vegan Leather,494.93
Brand_3137,Vegan Leather,303.37
Brand_3138,Bamboo Fabric,12.28
Brand_3139,Organic Cotton,40.57
Brand_3140,Organic Cotton,397.74
Brand_3141,Hemp,478.52
Brand_3142,Recycled Polyester,67.58
Brand_3143,Vegan Leather,213.05
Brand_3144,Bamboo Fabric,490.8
Brand_3145,Hemp,219.84
Brand_3146,Hemp,87.01
Brand_3147,Tencel,293.34
Brand_3148,Vegan Leather,488.95
Brand_3149,Organic Cotton,148.05
Brand_3150,Tencel,160.73
Brand_3151,Tencel,110.47
Brand_3152,Hemp,269.96
Brand_3153,Tencel,359.76
Brand_3154,Organic Cotton,136.92
Brand_3155,Hemp,469.59
Brand_3156,Organic Cotton,159.27
Brand_3157,Vegan Leather,226.21
Brand_3158,Tencel,435.66
Brand_3159,Hemp,49.14
Brand_3160,Hemp,323.34
Brand_3161,Hemp,174.18
Brand_3162,Organic Cotton,274.77
Brand_3163,Bamboo Fabric,195.59
Brand_3164,Bamboo Fabric,43.1
Brand_3165,Vegan Leather,408.57
Brand_3166,Organic Cotton,167.43
Brand_3167,Hemp,409.89
Brand_3168,Tencel,333.63
Brand_3169,Vegan Leather,439.61
Brand_3170,Vegan Leather,144.62
Brand_3171,Tencel,86.1
Brand_3172,Recycled Polyester,316.8
Brand_3173,Tencel,284.67
Brand_3174,Hemp,76.4
Brand_3175,Vegan Leather,295.51
Brand_3176,Bamboo Fabric,441.98
Brand_3177,Tencel,15.93
Brand_3178,Organic Cotton,262.6
Brand_3179,Recycled Polyester,327.3
Brand_3180,Hemp,380.98
Brand_3181,Organic Cotton,472.22
Brand_3182,Tencel,453.72
Brand_3183,Organic Cotton,199.05
Brand_3184,Organic Cotton,55.43
Brand_3185,Recycled Polyester,254.21
Brand_3186,Recycled Polyester,472.65
Brand_3187,Hemp,334.73
Brand_3188,Organic Cotton,56.81
Brand_3189,Organic Cotton,207.32
Brand_3190,Recycled Polyester,206.45
Brand_3191,Tencel,161.06
Brand_3192,Tencel,386.1
Brand_3193,Bamboo Fabric,296.2
Brand_3194,Tencel,334.76
Brand_3195,Vegan Leather,350.54
Brand_3196,Tencel,51.59
Brand_3197,Vegan Leather,76.66
Brand_3198,Hemp,228.87
Brand_3199,Hemp,113.71
Brand_3200,Hemp,14.25
Brand_3201,Tencel,322.37
Brand_3202,Hemp,202.87
Brand_3203,Tencel,53.25
Brand_3204,Hemp,23.99
Brand_3205,Bamboo Fabric,358.62
Brand_3206,Hemp,386.01
Brand_3207,Vegan Leather,225.76
Brand_3208,Tencel,103.72
Brand_3209,Tencel,31.09
Brand_3210,Tencel,453.48
Brand_3211,Tencel,362.5
Brand_3212,Vegan Leather,114.42
Brand_3213,Hemp,477.92
Brand_3214,Recycled Polyester,335.57
Brand_3215,Recycled Polyester,190.12
Brand_3216,Recycled Polyester,411.11
Brand_3217,Bamboo Fabric,47.07
Brand_3218,Recycled Polyester,53.97
Brand_3219,Hemp,397.51
Brand_3220,Tencel,368.19
Brand_3221,Hemp,348.47
Brand_3222,Tencel,239.09
Brand_3223,Bamboo Fabric,333.96
Brand_3224,Hemp,187.62
Brand_3225,Organic Cotton,355.84
Brand_3226,Recycled Polyester,227.25
Brand_3227,Tencel,31.57
Brand_3228,Recycled Polyester,95.03
Brand_3229,Vegan Leather,125.12
Brand_3230,Organic Cotton,161.33
Brand_3231,Hemp,78.8
Brand_3232,Recycled Polyester,151.85
Brand_3233,Recycled Polyester,129.6
Brand_3234,Bamboo Fabric,275.32
Brand_3235,Organic Cotton,109.1
Brand_3236,Tencel,357.58
Brand_3237,Organic Cotton,226.62
Brand_3238,Vegan Leather,330.25
Brand_3239,Organic Cotton,117.59
Brand_3240,Tencel,239.44
Brand_3241,Bamboo Fabric,208.78
Brand_3242,Bamboo Fabric,339.43
Brand_3243,Tencel,158.38
Brand_3244,Organic Cotton,416.82
Brand_3245,Organic Cotton,201.52
Brand_3246,Vegan Leather,448.38
Brand_3247,Recycled Polyester,432.32
Brand_3248,Recycled Polyester,206.94
Brand_3249,Hemp,273.43
Brand_3250,Organic Cotton,374.1
Brand_3251,Tencel,160.9
Brand_3252,Organic Cotton,178.47
Brand_3253,Tencel,110.61
Brand_3254,Hemp,322.42
Brand_3255,Organic Cotton,342.76
Brand_3256,Organic Cotton,367.07
Brand_3257,Tencel,229.72
Brand_3258,Organic Cotton,104.37
Brand_3259,Vegan Leather,462.89
Brand_3260,Bamboo Fabric,254.44
Brand_3261,Bamboo Fabric,330.49
Brand_3262,Vegan Leather,17.13
Brand_3263,Recycled Polyester,290.29
Brand_3264,Tencel,96.35
Brand_3265,Bamboo Fabric,165.89
Brand_3266,Organic Cotton,155.56
Brand_3267,Vegan Leather,75.89
Brand_3268,Vegan Leather,20.18
Brand_3269,Tencel,387.9
Brand_3270,Recycled Polyester,234.25
Brand_3271,Vegan Leather,282.13
Brand_3272,Vegan Leather,58.7
Brand_3273,Bamboo Fabric,244.89
Brand_3274,Bamboo Fabric,425.22
Brand_3275,Organic Cotton,226.51
Brand_3276,Vegan Leather,338.99
Brand_3277,Hemp,146.82
Brand_3278,Tencel,27.16
Brand_3279,Recycled Polyester,147.19
Brand_3280,Vegan Leather,129.02
Brand_3281,Tencel,264.34
Brand_3282,Bamboo Fabric,206.56
Brand_3283,Vegan Leather,17.07
Brand_3284,Tencel,294.78
Brand_3285,Tencel,212.06
Brand_3286,Tencel,337.64
Brand_3287,Bamboo Fabric,480.92
Brand_3288,Vegan Leather,338.56
Brand_3289,Tencel,46.03
Brand_3290,Organic Cotton,266.86
Brand_3291,Recycled Polyester,102.95
Brand_3292,Vegan Leather,296
Brand_3293,Bamboo Fabric,267.33
Brand_3294,Organic Cotton,224.45
Brand_3295,Tencel,260.09
Brand_3296,Tencel,434.14
Brand_3297,Bamboo Fabric,318.41
Brand_3298,Vegan Leather,281.44
Brand_3299,Hemp,278.54
Brand_3300,Bamboo Fabric,486.81
Brand_3301,Organic Cotton,155.62
Brand_3302,Vegan Leather,201.2
Brand_3303,Tencel,96.23
Brand_3304,Organic Cotton,419.69
Brand_3305,Vegan Leather,164.44
Brand_3306,Organic Cotton,425.86
Brand_3307,Bamboo Fabric,63.01
Brand_3308,Bamboo Fabric,329.11
Brand_3309,Tencel,240.51
Brand_3310,Organic Cotton,7.46
Brand_3311,Vegan Leather,404.15
Brand_3312,Tencel,90.02
Brand_3313,Hemp,465.08
Brand_3314,Vegan Leather,388.45
Brand_3315,Organic Cotton,498.91
Brand_3316,Tencel,366.98
Brand_3317,Vegan Leather,206.26
Brand_3318,Organic Cotton,146.6
Brand_3319,Tencel,31.78
Brand_3320,Vegan Leather,91.17
Brand_3321,Bamboo Fabric,425.99
Brand_3322,Hemp,72.12
Brand_3323,Recycled Polyester,436.14
Brand_3324,Recycled Polyester,426.66
Brand_3325,Bamboo Fabric,84.94
Brand_3326,Tencel,181.89
Brand_3327,Vegan Leather,328.84
Brand_3328,Organic Cotton,196.33
Brand_3329,Tencel,406.98
Brand_3330,Recycled Polyester,487.47
Brand_3331,Tencel,459.25
Brand_3332,Vegan Leather,188.66
Brand_3333,Recycled Polyester,86.04
Brand_3334,Bamboo Fabric,445.47
Brand_3335,Organic Cotton,197.43
Brand_3336,Hemp,29.24
Brand_3337,Vegan Leather,119.3
Brand_3338,Hemp,324.23
Brand_3339,Hemp,90.17
Brand_3340,Vegan Leather,336.27
Brand_3341,Organic Cotton,445.67
Brand_3342,Vegan Leather,100.53
Brand_3343,Hemp,483.27
Brand_3344,Bamboo Fabric,206.19
Brand_3345,Organic Cotton,81.99
Brand_3346,Organic Cotton,345.2
Brand_3347,Hemp,321.28
Brand_3348,Tencel,466.9
Brand_3349,Recycled Polyester,467.66
Brand_3350,Hemp,133.8
Brand_3351,Hemp,44.02
Brand_3352,Recycled Polyester,365.81
Brand_3353,Recycled Polyester,128.91
Brand_3354,Tencel,331.51
Brand_3355,Tencel,65.67
Brand_3356,Organic Cotton,174.86
Brand_3357,Vegan Leather,385.86
Brand_3358,Hemp,394.76
Brand_3359,Hemp,232.96
Brand_3360,Recycled Polyester,469
Brand_3361,Bamboo Fabric,187.29
Brand_3362,Tencel,498.13
Brand_3363,Tencel,172.51
Brand_3364,Hemp,118.25
Brand_3365,Recycled Polyester,467.89
Brand_3366,Tencel,111.59
Brand_3367,Organic Cotton,346.52
Brand_3368,Bamboo Fabric,292.6
Brand_3369,Organic Cotton,56.64
Brand_3370,Recycled Polyester,355.91
Brand_3371,Hemp,269.67
Brand_3372,Vegan Leather,384.72
Brand_3373,Tencel,266.53
Brand_3374,Recycled Polyester,195.88
Brand_3375,Vegan Leather,305.83
Brand_3376,Recycled Polyester,131.93
Brand_3377,Bamboo Fabric,46.82
Brand_3378,Hemp,309.55
Brand_3379,Hemp,147.34
Brand_3380,Tencel,303.51
Brand_3381,Vegan Leather,39.51
Brand_3382,Hemp,237.59
Brand_3383,Recycled Polyester,426.91
Brand_3384,Organic Cotton,253.5
Brand_3385,Bamboo Fabric,476.45
Brand_3386,Hemp,246.83
Brand_3387,Recycled Polyester,121.61
Brand_3388,Vegan Leather,101.67
Brand_3389,Tencel,308.09
Brand_3390,Tencel,211.19
Brand_3391,Tencel,472.65
Brand_3392,Tencel,305.13
Brand_3393,Vegan Leather,26.82
Brand_3394,Hemp,22.62
Brand_3395,Vegan Leather,68.68
Brand_3396,Vegan Leather,54.56
Brand_3397,Bamboo Fabric,377.28
Brand_3398,Hemp,432.87
Brand_3399,Vegan Leather,214.79
Brand_3400,Organic Cotton,295.96
Brand_3401,Vegan Leather,146.23
Brand_3402,Recycled Polyester,238.19
Brand_3403,Hemp,474.22
Brand_3404,Hemp,97.78
Brand_3405,Recycled Polyester,389.79
Brand_3406,Organic Cotton,134.06
Brand_3407,Recycled Polyester,199.55
Brand_3408,Organic Cotton,424.12
Brand_3409,Tencel,119.11
Brand_3410,Organic Cotton,358.27
Brand_3411,Hemp,199.36
Brand_3412,Tencel,60.51
Brand_3413,Recycled Polyester,384.09
Brand_3414,Bamboo Fabric,460.99
Brand_3415,Vegan Leather,96.16
Brand_3416,Hemp,171.74
Brand_3417,Recycled Polyester,24.05
Brand_3418,Hemp,151.19
Brand_3419,Vegan Leather,167
Brand_3420,Organic Cotton,130.14
Brand_3421,Recycled Polyester,147.27
Brand_3422,Vegan Leather,123.79
Brand_3423,Tencel,462.8
Brand_3424,Organic Cotton,339.98
Brand_3425,Recycled Polyester,317.02
Brand_3426,Organic Cotton,354.99
Brand_3427,Bamboo Fabric,431.62
Brand_3428,Recycled Polyester,136.21
Brand_3429,Organic Cotton,264.25
Brand_3430,Vegan Leather,226.36
Brand_3431,Vegan Leather,355.14
Brand_3432,Recycled Polyester,394.95
Brand_3433,Recycled Polyester,253.79
Brand_3434,Recycled Polyester,30.96
Brand_3435,Tencel,195.25
Brand_3436,Vegan Leather,428.77
Brand_3437,Organic Cotton,325.36
Brand_3438,Bamboo Fabric,473.96
Brand_3439,Bamboo Fabric,377.57
Brand_3440,Bamboo Fabric,202.99
Brand_3441,Tencel,84.41
Brand_3442,Tencel,86.52
Brand_3443,Vegan Leather,202
Brand_3444,Bamboo Fabric,157.04
Brand_3445,Bamboo Fabric,15.29
Brand_3446,Vegan Leather,292.98
Brand_3447,Vegan Leather,312.99
Brand_3448,Hemp,253.46
Brand_3449,Organic Cotton,399.15
Brand_3450,Recycled Polyester,225.73
Brand_3451,Hemp,102.88
Brand_3452,Organic Cotton,157.64
Brand_3453,Organic Cotton,170.87
Brand_3454,Hemp,431.39
Brand_3455,Vegan Leather,116.57
Brand_3456,Organic Cotton,493.52
Brand_3457,Recycled Polyester,134.37
Brand_3458,Organic Cotton,169.55
Brand_3459,Tencel,191.21
Brand_3460,Tencel,436.51
Brand_3461,Tencel,461.86
Brand_3462,Hemp,377.92
Brand_3463,Hemp,332
Brand_3464,Hemp,482.8
Brand_3465,Organic Cotton,327.93
Brand_3466,Bamboo Fabric,211.88
Brand_3467,Tencel,15.25
Brand_3468,Hemp,218.85
Brand_3469,Bamboo Fabric,442.98
Brand_3470,Vegan Leather,245.71
Brand_3471,Tencel,239.35
Brand_3472,Organic Cotton,94.04
Brand_3473,Vegan Leather,333.96
Brand_3474,Organic Cotton,23.65
Brand_3475,Tencel,351.55
Brand_3476,Hemp,66.49
Brand_3477,Tencel,2.13
Brand_3478,Recycled Polyester,378.41
Brand_3479,Vegan Leather,101.39
Brand_3480,Tencel,1.69
Brand_3481,Tencel,434.4
Brand_3482,Recycled Polyester,152.56
Brand_3483,Organic Cotton,76.18
Brand_3484,Hemp,324.05
Brand_3485,Vegan Leather,94.31
Brand_3486,Bamboo Fabric,202.44
Brand_3487,Tencel,452.16
Brand_3488,Vegan Leather,22.54
Brand_3489,Vegan Leather,203.52
Brand_3490,Recycled Polyester,312.23
Brand_3491,Bamboo Fabric,109.3
Brand_3492,Bamboo Fabric,7.48
Brand_3493,Vegan Leather,151.93
Brand_3494,Vegan Leather,482.64
Brand_3495,Bamboo Fabric,343.95
Brand_3496,Vegan Leather,166.64
Brand_3497,Tencel,292.01
Brand_3498,Hemp,118.83
Brand_3499,Vegan Leather,47.01
Brand_3500,Hemp,478.38
Brand_3501,Hemp,480.81
Brand_3502,Organic Cotton,279.24
Brand_3503,Vegan Leather,240.75
Brand_3504,Hemp,477.04
Brand_3505,Organic Cotton,340.47
Brand_3506,Hemp,306.38
Brand_3507,Tencel,439.46
Brand_3508,Vegan Leather,189.29
Brand_3509,Recycled Polyester,469.54
Brand_3510,Recycled Polyester,123.09
Brand_3511,Organic Cotton,171.66
Brand_3512,Recycled Polyester,476.37
Brand_3513,Tencel,120.22
Brand_3514,Bamboo Fabric,22.6
Brand_3515,Vegan Leather,403.2
Brand_3516,Vegan Leather,133.11
Brand_3517,Organic Cotton,266.09
Brand_3518,Vegan Leather,179.59
Brand_3519,Vegan Leather,203.94
Brand_3520,Organic Cotton,214.89
Brand_3521,Recycled Polyester,446.08
Brand_3522,Hemp,20.54
Brand_3523,Organic Cotton,424.91
Brand_3524,Vegan Leather,351.03
Brand_3525,Organic Cotton,246.17
Brand_3526,Recycled Polyester,442.04
Brand_3527,Recycled Polyester,387.91
Brand_3528,Recycled Polyester,63.67
Brand_3529,Tencel,497.44
Brand_3530,Bamboo Fabric,146.21
Brand_3531,Recycled Polyester,329.63
Brand_3532,Tencel,434.52
Brand_3533,Tencel,21.26
Brand_3534,Vegan Leather,148.15
Brand_3535,Hemp,148.58
Brand_3536,Vegan Leather,126.66
Brand_3537,Bamboo Fabric,112.54
Brand_3538,Recycled Polyester,49.52
Brand_3539,Vegan Leather,140.3
Brand_3540,Hemp,337.17
Brand_3541,Tencel,60.9
Brand_3542,Hemp,260.97
Brand_3543,Bamboo Fabric,356.64
Brand_3544,Organic Cotton,396.42
Brand_3545,Recycled Polyester,459.89
Brand_3546,Bamboo Fabric,449.09
Brand_3547,Hemp,294.64
Brand_3548,Hemp,82.19
Brand_3549,Hemp,332.19
Brand_3550,Vegan Leather,280.09
Brand_3551,Bamboo Fabric,310.11
Brand_3552,Organic Cotton,291.43
Brand_3553,Organic Cotton,218.87
Brand_3554,Tencel,199.66
Brand_3555,Hemp,384.64
Brand_3556,Tencel,321.04
Brand_3557,Tencel,442.05
Brand_3558,Organic Cotton,211.3
Brand_3559,Vegan Leather,228.17
Brand_3560,Hemp,239.01
Brand_3561,Recycled Polyester,113.06
Brand_3562,Organic Cotton,354.37
Brand_3563,Hemp,59.99
Brand_3564,Recycled Polyester,401.08
Brand_3565,Tencel,481.15
Brand_3566,Bamboo Fabric,83.35
Brand_3567,Bamboo Fabric,365.1
Brand_3568,Bamboo Fabric,453.55
Brand_3569,Organic Cotton,374.76
Brand_3570,Recycled Polyester,268.09
Brand_3571,Recycled Polyester,233.41
Brand_3572,Organic Cotton,58.78
Brand_3573,Bamboo Fabric,304.96
Brand_3574,Recycled Polyester,407.99
Brand_3575,Organic Cotton,265.59
Brand_3576,Tencel,59.55
Brand_3577,Recycled Polyester,165.61
Brand_3578,Organic Cotton,451.08
Brand_3579,Organic Cotton,399.65
Brand_3580,Bamboo Fabric,50.66
Brand_3581,Organic Cotton,454.87
Brand_3582,Bamboo Fabric,225.8
Brand_3583,Hemp,165.44
Brand_3584,Tencel,142.56
Brand_3585,Organic Cotton,446.44
Brand_3586,Organic Cotton,390.43
Brand_3587,Recycled Polyester,158.74
Brand_3588,Recycled Polyester,381.43
Brand_3589,Hemp,341.6
Brand_3590,Organic Cotton,37.36
Brand_3591,Tencel,385.28
Brand_3592,Organic Cotton,350.99
Brand_3593,Vegan Leather,211.85
Brand_3594,Vegan Leather,382.3
Brand_3595,Vegan Leather,262.49
Brand_3596,Bamboo Fabric,499.54
Brand_3597,Tencel,41.29
Brand_3598,Tencel,105.1
Brand_3599,Hemp,483.64
Brand_3600,Tencel,428.58
Brand_3601,Vegan Leather,101.52
Brand_3602,Bamboo Fabric,460.75
Brand_3603,Vegan Leather,483.21
Brand_3604,Hemp,130.88
Brand_3605,Recycled Polyester,109.9
Brand_3606,Organic Cotton,283.76
Brand_3607,Organic Cotton,407.83
Brand_3608,Vegan Leather,372
Brand_3609,Hemp,456.42
Brand_3610,Vegan Leather,23.46
Brand_3611,Vegan Leather,146.14
Brand_3612,Recycled Polyester,301.74
Brand_3613,Vegan Leather,345.13
Brand_3614,Bamboo Fabric,270.41
Brand_3615,Vegan Leather,157.87
Brand_3616,Bamboo Fabric,44.1
Brand_3617,Organic Cotton,54.02
Brand_3618,Hemp,102.65
Brand_3619,Organic Cotton,131
Brand_3620,Recycled Polyester,4.56
Brand_3621,Bamboo Fabric,141.63
Brand_3622,Organic Cotton,105.65
Brand_3623,Bamboo Fabric,153.9
Brand_3624,Recycled Polyester,132.05
Brand_3625,Organic Cotton,494.56
Brand_3626,Bamboo Fabric,304.11
Brand_3627,Hemp,171.51
Brand_3628,Tencel,324.29
Brand_3629,Hemp,183.3
Brand_3630,Organic Cotton,437.03
Brand_3631,Tencel,356.35
Brand_3632,Hemp,89.03
Brand_3633,Tencel,299.49
Brand_3634,Tencel,234.1
Brand_3635,Recycled Polyester,423.22
Brand_3636,Hemp,322.61
Brand_3637,Tencel,282.45
Brand_3638,Tencel,107.65
Brand_3639,Hemp,396.74
Brand_3640,Vegan Leather,404.93
Brand_3641,Recycled Polyester,437.26
Brand_3642,Tencel,197.98
Brand_3643,Hemp,334.13
Brand_3644,Tencel,376.4
Brand_3645,Bamboo Fabric,312.25
Brand_3646,Hemp,121.37
Brand_3647,Vegan Leather,154.38
Brand_3648,Hemp,352.03
Brand_3649,Bamboo Fabric,205.05
Brand_3650,Bamboo Fabric,213.36
Brand_3651,Vegan Leather,11.24
Brand_3652,Tencel,183.43
Brand_3653,Recycled Polyester,314.02
Brand_3654,Bamboo Fabric,211.18
Brand_3655,Vegan Leather,256.74
Brand_3656,Recycled Polyester,369.55
Brand_3657,Vegan Leather,248.19
Brand_3658,Hemp,49.36
Brand_3659,Recycled Polyester,176.43
Brand_3660,Hemp,480.32
Brand_3661,Organic Cotton,68.94
Brand_3662,Tencel,394.93
Brand_3663,Tencel,283.25
Brand_3664,Tencel,341.08
Brand_3665,Bamboo Fabric,83.34
Brand_3666,Recycled Polyester,217.21
Brand_3667,Tencel,392.21
Brand_3668,Organic Cotton,99.82
Brand_3669,Bamboo Fabric,377.67
Brand_3670,Vegan Leather,246.81
Brand_3671,Bamboo Fabric,171.06
Brand_3672,Organic Cotton,390.88
Brand_3673,Vegan Leather,62.42
Brand_3674,Hemp,208.64
Brand_3675,Vegan Leather,9.32
Brand_3676,Organic Cotton,356.64
Brand_3677,Bamboo Fabric,487.94
Brand_3678,Vegan Leather,133.97
Brand_3679,Bamboo Fabric,51.9
Brand_3680,Vegan Leather,474.13
Brand_3681,Organic Cotton,200.57
Brand_3682,Tencel,198.37
Brand_3683,Vegan Leather,155.53
Brand_3684,Hemp,483.71
Brand_3685,Vegan Leather,226.39
Brand_3686,Hemp,278.76
Brand_3687,Tencel,210.02
Brand_3688,Tencel,449.9
Brand_3689,Bamboo Fabric,98.97
Brand_3690,Organic Cotton,350.93
Brand_3691,Tencel,474.61
Brand_3692,Hemp,86.63
Brand_3693,Recycled Polyester,247.14
Brand_3694,Vegan Leather,269.43
Brand_3695,Bamboo Fabric,271.25
Brand_3696,Hemp,379.1
Brand_3697,Bamboo Fabric,133.6
Brand_3698,Tencel,313.98
Brand_3699,Vegan Leather,192.11
Brand_3700,Bamboo Fabric,283.8
Brand_3701,Recycled Polyester,382.28
Brand_3702,Vegan Leather,145.19
Brand_3703,Bamboo Fabric,438.23
Brand_3704,Tencel,372.57
Brand_3705,Vegan Leather,174.01
Brand_3706,Vegan Leather,108.95
Brand_3707,Vegan Leather,463.75
Brand_3708,Organic Cotton,348.14
Brand_3709,Recycled Polyester,296.17
Brand_3710,Tencel,448.89
Brand_3711,Hemp,93.5
Brand_3712,Recycled Polyester,135.64
Brand_3713,Hemp,111.5
Brand_3714,Hemp,364.1
Brand_3715,Hemp,277.57
Brand_3716,Organic Cotton,452.59
Brand_3717,Hemp,191.16
Brand_3718,Tencel,80.46
Brand_3719,Vegan Leather,265.74
Brand_3720,Bamboo Fabric,407.71
Brand_3721,Recycled Polyester,369.06
Brand_3722,Tencel,308.56
Brand_3723,Bamboo Fabric,126.86
Brand_3724,Hemp,432.94
Brand_3725,Hemp,393.34
Brand_3726,Vegan Leather,164.75
Brand_3727,Hemp,158.87
Brand_3728,Tencel,346.51
Brand_3729,Bamboo Fabric,438.6
Brand_3730,Tencel,63.26
Brand_3731,Recycled Polyester,264.35
Brand_3732,Recycled Polyester,302.36
Brand_3733,Tencel,281.53
Brand_3734,Bamboo Fabric,30.38
Brand_3735,Tencel,443.83
Brand_3736,Vegan Leather,155.16
Brand_3737,Vegan Leather,205.65
Brand_3738,Recycled Polyester,371.71
Brand_3739,Recycled Polyester,174.92
Brand_3740,Hemp,92.23
Brand_3741,Hemp,274.89
Brand_3742,Organic Cotton,24.22
Brand_3743,Vegan Leather,325.02
Brand_3744,Hemp,419.45
Brand_3745,Tencel,456.8
Brand_3746,Organic Cotton,267.47
Brand_3747,Recycled Polyester,227.43
Brand_3748,Tencel,376.64
Brand_3749,Hemp,382.77
Brand_3750,Bamboo Fabric,332.15
Brand_3751,Hemp,21.3
Brand_3752,Vegan Leather,240.5
Brand_3753,Bamboo Fabric,179.25
Brand_3754,Organic Cotton,241.42
Brand_3755,Bamboo Fabric,52.06
Brand_3756,Organic Cotton,321.98
Brand_3757,Vegan Leather,167.51
Brand_3758,Tencel,423.56
Brand_3759,Hemp,468.49
Brand_3760,Tencel,180.62
Brand_3761,Tencel,94.3
Brand_3762,Bamboo Fabric,380.95
Brand_3763,Organic Cotton,495.22
Brand_3764,Recycled Polyester,341.96
Brand_3765,Organic Cotton,9.61
Brand_3766,Organic Cotton,113.23
Brand_3767,Recycled Polyester,347.42
Brand_3768,Tencel,102.49
Brand_3769,Vegan Leather,435.43
Brand_3770,Organic Cotton,55.94
Brand_3771,Recycled Polyester,343.58
Brand_3772,Tencel,22.5
Brand_3773,Tencel,182.42
Brand_3774,Recycled Polyester,394.03
Brand_3775,Recycled Polyester,437.23
Brand_3776,Tencel,474.73
Brand_3777,Recycled Polyester,150.39
Brand_3778,Tencel,401.92
Brand_3779,Tencel,76.2
Brand_3780,Bamboo Fabric,446.72
Brand_3781,Hemp,483.72
Brand_3782,Bamboo Fabric,239.17
Brand_3783,Vegan Leather,482.29
Brand_3784,Vegan Leather,130
Brand_3785,Hemp,304.45
Brand_3786,Hemp,141.46
Brand_3787,Tencel,286.81
Brand_3788,Recycled Polyester,56.51
Brand_3789,Bamboo Fabric,388.71
Brand_3790,Tencel,41.85
Brand_3791,Vegan Leather,324.69
Brand_3792,Vegan Leather,92.86
Brand_3793,Hemp,42.68
Brand_3794,Hemp,152.95
Brand_3795,Hemp,50.87
Brand_3796,Organic Cotton,325.4
Brand_3797,Recycled Polyester,114.2
Brand_3798,Organic Cotton,258.49
Brand_3799,Tencel,323.41
Brand_3800,Vegan Leather,170.46
Brand_3801,Vegan Leather,57.22
Brand_3802,Bamboo Fabric,386.29
Brand_3803,Organic Cotton,156.8
Brand_3804,Recycled Polyester,170.69
Brand_3805,Recycled Polyester,32.91
Brand_3806,Hemp,348.95
Brand_3807,Hemp,38.6
Brand_3808,Vegan Leather,272.34
Brand_3809,Hemp,330.83
Brand_3810,Tencel,136.48
Brand_3811,Tencel,31.44
Brand_3812,Tencel,131.97
Brand_3813,Hemp,312.7
Brand_3814,Vegan Leather,245.57
Brand_3815,Tencel,469.07
Brand_3816,Bamboo Fabric,440.59
Brand_3817,Hemp,56.89
Brand_3818,Recycled Polyester,470.17
Brand_3819,Recycled Polyester,282.93
Brand_3820,Organic Cotton,142.26
Brand_3821,Vegan Leather,230.56
Brand_3822,Hemp,182.07
Brand_3823,Bamboo Fabric,341.01
Brand_3824,Tencel,217.39
Brand_3825,Hemp,405.03
Brand_3826,Hemp,68.47
Brand_3827,Hemp,258.3
Brand_3828,Tencel,124.44
Brand_3829,Bamboo Fabric,58.96
Brand_3830,Recycled Polyester,72.1
